대분류코드,대분류명,소분류코드,소분류명,백문일련번호,주제,질문,답변,원문링크
97,복지,421,1인가구 지원제도,6057,안부 확인 서비스,혼자 살고 계신 어머니의 위급 상황 대처와 평소 안부 확인을 위해 이용할 수 있는 지원 사업이 있나요?,"서울시의 경우 홀로 사는 어르신의 안부를 확인할 수 있는 서울살피미 앱과 ‘AI 생활관리서비스’가 있습니다. 지정시간 동안 휴대폰 사용이 없을 경우 지정된 보호자 등에게 위기 신호 알림문자를 자동으로 전송되는 방법과 인공지능(AI)이 주기적으로 전화를 걸어 비대면 안부확인을 할 수 있는 서비스입니다.
※ 1인가구 지원 사업은 제도별, 운영 지방자치단체별로 다를 수 있으며, 예산 소진 등의 이유로 조기 종료될 수 있으므로, 해당 서비스를 이용할 수 있는지 1인가구가 거주하고 있는 곳의 1인가구 지원센터 또는 주민센터로 확인하시기 바랍니다.
◇
서울특별시 조례
☞ 「서울특별시 사회적 가족도시 구현을 위한 1인가구 지원 기본 조례」에 따라 1인가구의 질병·외로움 예방, 돌봄, 건강증진을 위한 지원사업을 실시할 수 있습니다.
◇
서울 살피미 앱
☞ 지정시간 동안 휴대폰 사용이 없을 경우 지정된 보호자 등에게 위기 신호 알림문자를 자동으로 전송되는 방법으로, 안부확인을 할 수 있는 서비스입니다.
☞위험신호를 감지하면 보호자 등이 전화, 방문 등의 긴급 출동 조치를 취하게 되고, 상황에 따라 소방서, 경찰서 등과 연계해 지원하고 있습니다.
◇
AI
생활관리서비스
☞ 인공지능(AI)이 주기적으로 전화를 걸어 식사는 잘하고 있는지, 잠은 잘 자는지 등 안부를 챙기고 운동, 독서 등 취미생활이나 바깥 활동 같은 일상생활도 관리해주는 서비스입니다.
☞ 대화 모니터링을 통해 위기징후가 발견될 경우엔 자치구 공무원들이 대상자의 상태를 즉각 확인하고, 유관기관 및 분야별 공공지원 서비스를 연계해 지원하고 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1704&ccfNo=4&cciNo=2&cnpClsNo=1
97,복지,421,1인가구 지원제도,6051,주택전세ㆍ월세자금대출상품,주택도시기금에서 지원하는 저금리 전ㆍ월세 자금 대출 상품에는 어떤것들이 있나요?,"주택전세·월세자금대출상품으로 중소기업취업청년 전월세보증금대출, 청년전용 보증부월세대출, 청년전용 버팀목전세자금, 주거안정월세대출 등이 있습니다.
대출 상품에 관한 자세한 내용은 < 주택도시기금(
http://nhuf.molit.go.kr
) >에서 확인할 수 있으며, 자세한 내용은 국토교통부 콜센터(☎ 1599-0001)와 주택도시보증공사 콜센터(☎ 1566-9009)를 통해 상담받으실 수 있습니다.
◇ 주택전세·월세자금대출상품
☞정부는 무주택 서민층의 주거안정을 위해 주택도시기금으로 주택전세·월세자금을 지원해주고 있습니다.
☞주택도시기금을 활용한 대출의 종류는 다음과 같습니다.
√ 중소기업취업청년 전월세보증금대출
√ 청년전용 보증부월세대출
√ 청년전용 버팀목전세자금
√ 주거안정월세대출
√ 버팀목전세자금
√ 갱신만료 임차인 지원 버팀목전세자금
√ 노후고시원거주자 주거이전 대출
※ 주택구입자금대출 상품에 관한 자세한 내용은 주택도시기금포털(http://nhuf.molit.go.kr)에서 확인할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1704&ccfNo=2&cciNo=2&cnpClsNo=2
97,복지,421,1인가구 지원제도,6048,부동산 거래 신고,부동산 매매계약 후 부동산 거래 신고는 어디에 해야 하나요?,"매도인과 매수인은 매매대상 부동산 소재지의 관할 시장·군수 또는 구청장에게 신고하거나 부동산거래계약시스템을 통해 부동산거래 신고를 해야 합니다. 개업공인중개사가 거래계약서를 작성·교부한 경우에는 해당 개업공인중개사가 신고해야 합니다.
◇
부동산 거래의 신고
☞매수인 및 매도인이 부동산 매매계약을 체결한 때에는 일정한 사항을 거래계약의 체결일부터 30일 이내에 매매대상 부동산(권리에 관한 매매계약의 경우에는 그 권리의 대상인 부동산) 소재지의 관할 시장·군수 또는 구청장에게 공동으로 신고하거나 < 국토교통부 부동산거래관리시스템(http://rtms.molit.go.kr) > 을 통해 신고해야 합니다.
☞ 거래당사자 중 일방이 신고를 거부하는 경우에는 단독으로 신고할 수 있습니다.
☞ 개업공인중개사가 거래계약서를 작성·교부한 경우에는 해당 개업공인중개사가 부동산 거래 신고를 해야 하며, 이 경우 공동으로 중개를 한 경우에는 해당 개업공인중개사가 공동으로 신고해야 합니다.
☞ 개업공인중개사 중 일방이 신고를 거부한 경우에는 단독으로 신고할 수 있습니다",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1704&ccfNo=2&cciNo=1&cnpClsNo=1
97,복지,421,1인가구 지원제도,6049,월세 소득공제,지급하고 있는 월세에 대해 소득공제를 받을 수 있나요?,"네. 일정한 요건을 갖춘 임차인은 월세액을 지급한 경우 그 금액의 10%에 해당하는 금액을 해당 과세기간의 종합소득산출세액에서 공제받을 수 있습니다.
◇
임차인의 월세 소득공제
☞ 과세기간 종료일 현재 주택을 소유하지 않은 세대의 세대주(세대주가 별도의 공제를 받지 않는 경우에는 세대의 구성원을 말하며, 「조세특례제한법 시행령」 제95조제4항에 따른 외국인을 포함)로서 해당 과세기간의 총급여액이 8천만원 이하인 근로자(해당 과세기간에 종합소득과세표준을 계산할 때 합산하는 종합소득금액이 7천만원을 초과하는 사람 제외)가 주택을 임차하기 위해 「조세특례제한법 시행령」 제95조제2항에 따른 월세액을 지급하는 경우에는 그 금액의 15％[해당 과세기간의 총급여액이 5천500만원 이하인 근로소득이 있는 근로자(해당 과세기간에 종합소득과세표준을 계산할 때 합산하는 종합소득금액이 4천500만원을 초과하는 사람은 제외)의 경우에는 17%]에 해당하는 금액을 해당 과세기간의 종합소득산출세액에서 공제받을 수 있습니다.
☞ 월세에 대한 공제는 해당 거주자가 신청한 경우에 적용됩니다.
☞ 신청방법은 연말정산시 다른 소득공제 및 세액공제 신청과 같이 월세납부내역 또는 등록된 현금영수증을 첨부하여 월세세액공제를 신청하시면 됩니다. 자세한 내용은 국세청(www.nts.go.kr) 또는 국세상담센터(☎126)로 문의하시기 바랍니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1704&ccfNo=2&cciNo=1&cnpClsNo=2
97,복지,480,자립준비청년(보호종료아동),6567,자립지원 활동,곧 시설 퇴소를 앞둔 자립준비청년인데 자립 후 생활 지원이 궁금합니다,"걱정하지 마세요! 보호대상아동의 위탁보호 종료 또는 아동복지시설 퇴소 이후의 자립을 지원하기 위하여, 국가와 지방자치단체가 자립에 필요한 주거, 생활, 교육, 취업 지원과 자립정착금 및 자립수당 지급 등의 다양한 도움을 제공하고 있습니다.
◇
자립지원 활동
☞ 국가와 지방자치단체는 보호대상아동의 위탁보호 종료 또는 아동복지시설 퇴소 이후의 자립을 지원하기 위하여 다음의 조치를 시행하고 있습니다.
· 자립에 필요한 주거·생활·교육·취업·의료 등의 지원
· 자립에 필요한 자립정착금 및 자립수당 지급
· 자립에 필요한 자산의 형성 및 관리 지원
· 자립에 관한 실태조사 및 연구
· 사후관리체계 구축 및 운영
· 우울, 불안 등 심리적 문제의 안정과 회복을 위한 상담지원
· 자립생활 역량 강화를 위한 프로그램 개발 및 운영
· 아동복지시설(아동양육시설·아동보호치료시설·자립지원시설만 해당) 및 가정위탁지원센터의 종사자에 대한 자립지원 관련 교육",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=2619&ccfNo=1&cciNo=1&cnpClsNo=1
97,복지,480,자립준비청년(보호종료아동),6571,무료 법률 상담 및 소송 지원,시설 퇴소 후 연락 없던 부모님의 빚이 상속될 위기일 때 도움받을 곳이 있나요?,"경제적으로 어렵거나 법률 지식이 부족해 법적 보호를 받기 어려운 경우, 대한법률구조공단을 통해 법률상담, 소송대리, 그 밖의 법률 사무 등 필요한 법률 지원을 받을 수 있습니다. 또한, 보호대상아동 등에게는 무료로 지원하고 있으므로 해당 여부를 확인하시기 바랍니다.
◇
지원 대상
☞ 대한법률구조공단을 통한 소송 지원 대상은 기초생활수급자, 차상위계층, 장애인 등 취약계층과 보호대상아동 등이 있으며, 지원 대상에 따라 유·무료 여부와 대상 사건, 구비서류 등을 확인해야 합니다.
[표]
대상자 | 유 · 무료여부 | 대상사건 | 구비서류
보호대상아동 | 전부무료 | 모든 사건 | 상담소 또는 시설 등에서 발급한 보호대상아동 사실확인원
청년미취업자 | 15세 이상 29세 이하의 청년미취업자 기준 중위소득 125% 이하 증빙서류, 고용보험가입이력조회서 또는 건강보험자격득실확인서를 각 제출
대학생 | 대학의 재학생 및 휴학생(사이버대학 및 대학원 제외) 기준 중위소득 125% 이하 증빙서류, 재학증명서 또는 휴학증명서를 각 제출
채무상속 위기에 처한 아동·청소년 (24세 이하) | 상속의 포기, 한정승인, 상속 관련 사건, 미성년자의 경우 미성년후견인의 선임 등 | 기본증명서, 가족관계증명서, 부채증명서, 인감증명서 등
※ 공통준비물 : 신분증, 주민등록등본, 도장 ※ 법률구조대상자에 해당하더라도 구조타당성 검토 후 구조 여부가 결정됩니다.
[표 끝]
◇
상담 방법
☞ 다음의 방법을 통해 상담을 받을 수 있습니다.
· 면접상담 및 화상상담: 예약 후 상담
· 전화 및 채팅상담: ☎ 132
· 사이버상담: 대한법률구조공단 홈페이지(https://www.klac.or.kr)",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=2619&ccfNo=4&cciNo=2&cnpClsNo=2
97,복지,305,신혼부부,5123,난임부부 시술비 지원대상자,결혼한지 2년이 넘었는데 계속 임신이 되지 않습니다. 난임지원 대상에 해당하나요?,"네, “난임”이란 부부(사실상의 혼인관계에 있는 경우 포함)가 피임을 하지 아니한 상태에서 부부간 정상적인 성생활을 하고 있음에도 불구하고 1년이 지나도 임신이 되지 않는 상태를 말합니다.
◇
난임부부 시술시 지원 대상
☞ 난임부부 시술비 지원을 받으려면 다음의 요건을 모두 갖추어야 합니다.
· 난임시술을 요하는 의사의 ʻ난임진단서ʼ 제출자(난임진단서는 지침상 서식이어야 함)
· 법적 혼인상태에 있거나, 신청일 기준 1년 이상 사실상 혼인관계를 유지하였다고 관할 보건소로부터 확인된 난임부부(지원신청 접수일 기준)
· 부부 중 최소한 한 명은 주민등록이 되어 있는 대한민국 국적 소유자(주민등록 말소자, 재외국민 주민등록자는 대상에서 제외)이면서, 부부 모두 건강보험 가입 및 보험료 고지 여부가 확인되는 사람
◇
신청방법
☞ 보건소 방문(난임부부 중 여성의 주소지 관할 시･군･구 보건소) 또는 온라인(정부24, e보건소 공공보건포털)에서 신청할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1112&ccfNo=3&cciNo=2&cnpClsNo=1
97,복지,305,신혼부부,5121,신혼부부 국민임대주택 입주자격,"현재 결혼 한지 3년 되었고, 한 명의 입양한 자녀를 두고 있습니다. 30년 이상의 장기 임대 주택에 입주하기 위한 자격이 될까요?","입주자모집공고일 현재 신혼부부(혼인 중인 사람으로서 혼인기간이 7년 이내이거나 6세 이하의 자녀를 둔 사람) 또는 예비신혼부부(혼인을 계획 중이며 해당 주택의 입주 전까지 혼인사실을 증명할 수 있는 사람) 또는 한부모가족(6세 이하 자녀를 둔 경우로 한정)인 무주택세대구성원(예비신혼부부의 경우 혼인으로 구성될 세대의 세대구성원 모두 무주택자일 것)으로서, 일반공급의 입주자격(입주자 선정순위는 제외)을 충족하는 사람의 자격을 모두 갖춘 때에는 국민임대주택을 1세대 1주택의 기준으로 우선공급 받을 수 있습니다. 결혼 한지 3년 되었고 자녀가 있으므로, 신혼부부 국민임대주택을 우선공급 받을 수 있습니다.
◇
국민임대주택이란
?
☞ 국민임대주택이란 저소득 서민의 주거안정을 위하여 30년 이상 장기간 임대를 목적으로 공급하는 공공임대주택을 말합니다
◇
신혼부부 국민임대주택 입주자격
☞ 입주자모집공고일 현재 신혼부부(혼인 중인 사람으로서 혼인기간이 7년 이내이거나 6세 이하의 자녀를 둔 사람) 또는 예비신혼부부가 무주택세대구성원(예비신혼부부의 경우 혼인으로 구성될 세대의 세대구성원 모두 무주택자일 것)일 경우 1세대 1주택의 기준으로 다음 순위에 따라 국민임대주택의 입주자를 선정합니다.
- 1순위: 혼인기간 중 자녀를 출산(임신 중이거나 입양한 경우 포함)하여 자녀(태아 포함, 미성년자로 한정)가 있는 경우, 「민법」 제855조제2항에 따라 혼인 중의 출생자로 인정되는 혼인외의 출생자가 있는 경우, 한부모가족
- 2순위: 1순위에 해당하지 않는 경우
☞ 다만, 50㎡이상인 주택의 경우에는 주택청약종합저축에 가입하여 6개월이 경과되고 매월 약정납입일에 월납입금을 6회 이상 납입한 사람이어야 합니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1112&ccfNo=2&cciNo=1&cnpClsNo=2
97,복지,305,신혼부부,5124,농어촌 양육수당 지원,현재 농촌에서 농사일을 하고 있습니다. 어린이집을 다니지 않는 39개월 된 아들을 할머니가 집에서 돌봐 주시고 계십니다. 양육 수당을 얼마나 지원받을 수 있나요?,"농어촌 양육수당을 월 12만 9,000원 받을 수 있습니다.
◇
농어촌 양육수당 지원양육수당
☞ 농어촌 지역에 거주하며 어린이집을 이용하지 않는 농어업인가구의 가정의 영유아는 소득수준에 관계없이 다음과 같은 양육수당을 지원받을 수 있습니다.
· 24 개월 ~ 35 개월 : 월 15만 6,000원
· 36 개월 ~ 47 개월 : 월 12만 9,000원
· 48 개월 이상 ~ 86 개월 미만 : 월 10만원",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1112&ccfNo=4&cciNo=2&cnpClsNo=1
97,복지,305,신혼부부,5125,임신기 근로시간 단축,"현재 임신 5주차입니다. 초산이라 몸이 힘든데, 근무시간을 조정받을 수 있나요?","조정받을 수 있습니다. 임신 후 12주 이내 또는 36주 이후에 있는 여성근로자가 1일 2시간의 근로시간 단축을 신청할 수 있습니다.
◇
임신기 근로시간 단축 개념
☞ 사용자는 임신 후 12주 이내 또는 32주 이후에 있는 여성 근로자(유산, 조산 등 위험이 있는 여성 근로자의 경우 임신 전 기간)가 1일 2시간의 근로시간 단축을 신청하는 경우 이를 허용해야 합니다.
☞ 다만, 1일 근로시간이 8시간 미만인 경우에는 1일 근로시간이 6시간이 되도록 근로시간 단축을 허용할 수 있습니다.
◇
근로시간 단축 신청방법
☞ 근로시간 단축을 신청하려는 여성 근로자는 근로시간 단축 개시 예정일의 3일 전까지 임신기간, 근로시간 단축 개시 예정일 및 종료 예정일, 근무 개시 시각 및 종료 시각 등을 적은 문서(전자문서를 포함)에 의사의 진단서(같은 임신에 대하여 근로시간 단축을 다시 신청하는 경우는 제외)를 첨부하여 사용자에게 제출해야 합니다.
◇
위반 시 제재
☞ 여성근로자가 근로시간 단축을 신청하였음에도 이를 허용하지 않은 사업주에게는 500만원 이하의 과태료가 부과됩니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1112&ccfNo=5&cciNo=1&cnpClsNo=1
97,복지,305,신혼부부,5122,무주택 신혼부부 특별공급,"결혼한지 5년, 아직 아이는 없습니다. 무주택 신혼부부 특별공급의 신청자격이 될까요? 특별공급의 공급 비율도 궁금합니다.","무주택 신혼부부의 특별공급은 혼인기간이 7년 이내이고, 임신 중이거나 출산하여 자녀가 있어야 합니다. 아이가 없으므로 신청자격에 해당되지 않습니다.
◇
신혼부부 특별공급 신청자격
☞ 신혼부부가 다음의 요건을 모두 갖춘 경우에는 추첨의 방법으로 한 차례에 한정하여 1세대 1주택의 기준으로 사업주체가 건설한 85㎡ 이하의 민영주택을 특별공급 받을 수 있습니다.
· 입주자모집공고일 현재 혼인(혼인관계증명서의 신고일 기준)기간이 7년 이내일 것
· 무주택세대구성원일 것
· 해당 세대의 월평균소득이 다음의 어느 하나에 해당할 것
√ 전년도 도시근로자 가구당 월평균 소득의 140%(배우자가 소득이 있는 경우에는 160%) 이하일 것
√ 전년도 도시근로자 가구당 월평균 소득의 140%(배우자가 소득이 있는 경우에는 160%)를 초과하는 경우로서 세대원이 소유하는 부동산의 가액의 합계가 「국민건강보험법 시행령」 별표 4 제3호에 따른 재산등급 중 29등급에 해당하는 재산금액의 하한과 상한을 산술평균한 금액 이하일 것
· 입주자모집공고일 현재 2세 미만(2세가 되는 날을 포함함)의 자녀가 있을 것
◇
신혼부부 특별공급 공급비율
☞ 신혼부부를 위한 특별공급 대상주택의 공급비율은 민간 사업주체가 건설하여 공급하는 85㎡ 이하 주택 중 23%입니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1112&ccfNo=2&cciNo=2&cnpClsNo=1
97,복지,450,노인복지,6346,재가노인 복지용구 구입 및 대여,68세 노인인데 거동이 불편합니다. 집에서 생활하는 데 필요한 것들을 지원받을 수 없을까요?,"네, 정신적, 신체적 이유로 독립적인 일상생활을 수행하기 어려운 65세 이상의 노인(이용자가 이용비용을 전부 수납하는 기관은 60세 이상)은 재가노인복지시설에서 제공하는 재가노인복지서비스를 통해 일상생활에 도움을 받을 수 있습니다.
◇
재가노인복지서비스 종류
☞ 장기요양급여수급자 또는 심신이 허약하거나 장애가 있는 65세 이상의 노인(이용자가 이용 비용을 전부 수납하는 기관은 60세 이상)은 다음과 같은 재가노인복지서비스를 이용할 수 있습니다.
[표]
구분 | 서비스 내용
방문요양서비스 | 1일 중 일정시간 동안 가정 내 일상생활에서 신체적·정신적 장애로 어려움을 겪는 노인에게 필요한 각종 편의를 제공하는 서비스
주·야간보호서비스 | 부득이한 사유로 가족의 보호를 받을 수 없는 노인을 주간 또는 야간 동안 보호시설에 입소시켜 필요한 각종 편의를 제공하는 서비스
단기보호서비스 | 부득이한 사유로 가족의 보호를 받을 수 없어 단기간 보호가 필요한 노인과 장애노인을 보호시설에 입소시켜 보호하는 서비스
방문목욕서비스 | 목욕장비를 갖추고 재가노인을 방문하여 목욕을 제공하는 서비스
재가노인지원서비스 | 그 밖의 재가노인지원서비스로 재가노인에게 노인생활 및 신상에 관한 상담 제공, 재가노인 및 가족 등 보호자 교육 등 각종 편의를 제공하는 서비스
방문간호서비스 | 간호사 등이 의사, 한의사 또는 치과의사의 지시서에 따라 재가노인의 가정을 방문하여 간호, 진료의 보조, 요양에 관한 상담 등을 제공하는 서비스
복지용구지원서비스 | 「노인장기요양보험법 시행규칙」 제19조제1항에 따른 복지용구를 제공하거나 대여하는 서비스
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1963&ccfNo=2&cciNo=1&cnpClsNo=2
97,복지,450,노인복지,6345,노인맞춤돌봄서비스 대상,68세 노인으로 혼자 살고 있는데 주기적으로 저를 살펴봐주고 돌봐주는 제도는 없을까요?,"네, 65세 이상의 혼자 사는 노인은 ‘노인맞춤돌봄서비스’를 통해 일상생활에 필요한 돌봄 서비스를 제공받을 수 있습니다.
◇
노인맞춤돌봄서비스란
?
☞ “노인맞춤돌봄서비스”란 일상생활 영위가 어려운 취약노인에게 적절한 돌봄서비스를 제공하여 안정적인 노후생활을 보장하고 노인의 기능·건강 유지 및 악화를 예방하기 위한 서비스를 말합니다.
◇
노인맞춤돌봄서비스 대상
☞ 65세 이상의 ① 국민기초생활수급자, ② 차상위계층 또는 ③ 기초연금수급자로서 다음의 어려움이 있는 노인은 노인맞춤돌봄서비스의 대상이 될 수 있습니다.
· 독거·조손·고령부부 가구 노인 등 돌봄이 필요한 노인
· 신체적 기능 저하, 정신적 어려움(인지저하, 우울감 등) 등으로 돌봄이 필요한 노인
· 고독사 및 자살 위험이 높은 노인
☞ 유사 중복사업 자격에 해당하는 사람은 대상에서 제외됩니다(단, 시장·군수·구청장이 서비스가 필요하다고 인정하는 경우 예외적으로 제공 가능).
◇
제공 서비스 종류
☞ 노인맞춤돌봄서비스는 다음의 서비스를 제공합니다.
· 직접 서비스: 대상자가 사회적 교류와 활동을 유지하도록 안전지원, 사회참여, 생활교육, 일상이동이나 가사지원 등의 서비스 제공
· 연계 서비스: 지역사회 내 민간자원 등의 후원물품이나 서비스를 연계하여 생활, 주거 등 서비스 제공
· 특화 서비스: 고립, 우울, 자살생각척도 등이 높은 노인을 대상으로 개별 맞춤형 사례관리 및 집단활동 서비스 제공",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1963&ccfNo=2&cciNo=1&cnpClsNo=1
97,복지,450,노인복지,6352,무릎관절증 의료지원,무릎관절증 등에 대해 국가에서 의료비를 지원해주는 제도가 있을까요?,"네, 기초생활수급자, 차상위계층으로서 60세 이상의 노인은 국가로부터 무릎관절증 치료에 필요한 수술비, 치료비 등을 지원받을 수 있습니다.
◇
무릎관절증 의료지원 대상
☞ 노인성 질환을 앓고 있는 사람은 경제적 부담 능력에 따라 국가 또는 지방자치단체로부터 노인성 질환의 예방교육, 조기발견 및 치료 등에 필요한 비용의 전부 또는 일부를 지원받을 수 있습니다.
☞ 그에 따라 신청일 기준 60세 이상의 사람으로서 다음 중 어느 하나에 해당하는 노인은 무릎관절증 치료에 필요한 비용을 국가로부터 지원받을 수 있습니다.
· 기초생활수급자 또는 차상위계층
· 「한부모가족지원법」에 따른 지원대상자
◇
무릎관절증 의료지원 범위
☞ 무릎관절증에 관한 의료비는 다음과 같이 지원됩니다.
· 수술비 지원액: 한쪽 무릎 기준 120만원 한도 실비 지원
· 치료비 지원액: 본인부담금에 해당하는 검사비, 진료비 및 수술비
☞ 그 밖에 건강검진, 안(眼) 질환, 임플란트 등 다양한 범위의 의료비 지원을 받을 수 있으며, 관련된 자세한 사항은 이 사이트 <노인복지-건강 및 의료복지-의료복지서비스-노인성 질환 의료비 지원>에서 확인할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1963&ccfNo=4&cciNo=1&cnpClsNo=2
97,복지,450,노인복지,6353,노인주거복지시설의 입소,"70세 노인으로 혼자 살고 있는데, 혹시 양로원 같은 곳에 들어가서 생활할 수 있을까요?","네, 노인주거복지시설에 입소하여 일상생활에 필요한 편의를 제공받을 수 있습니다.
◇
노인주거복지시설의 입소대상자 및 입소 비용
☞ 노인주거복지시설은 ① 양로시설과 ② 노인공동생활가정, ③ 노인복지주택을 말하며, 입소대상자 및 입소 비용은 다음과 같습니다.
[표]
시설 구분 | 입소대상자 | 입소 비용
양로시설 및 노인공동생활가정 | 생계급여 수급자 또는 의료급여 수급자 | 국가 및 지방자치단체 전부 부담
부양의무자로부터 적절한 부양을 받지 못하는 사람
본인 및 본인과 생계를 같이 하고있는 부양의무자의 월소득을 합산한 금액을 가구원 수로 나누어 얻은 1인당 월평균 소득액이 국가데이터처장이 고시하는 전년도의 도시근로자가구 월평균소득을 전년도의 평균가구원 수로 얻은 1인당 월평균 소득액 이하인 사람(이하 “실비보호대상자”라 함) | 국가 및 지방자치단체 일부 부담
입소비용의 전부를 수납하고 입소한 60세 이상의 사람 | 입소자 본인 전부 부담
노인복지주택 | 단독취사 등 독립된 주거생활을 하는 데 지장이 없는 60세 이상의 사람 | 입소자 본인 전부 부담 (당사자 간 계약에 따름)
[표 끝]
☞ 65세 미만인 입소대상자의 배우자(또는 60세 미만인 실비보호대상자의 배우자)는 해당 입소대상자와 함께 양로시설·노인공동생활가정에 입소할 수 있습니다.
☞ 노인복지주택 입소대상자의 ① 배우자, ② 입소대상자가 부양을 책임지고 있는 19세 미만의 자녀·손자녀 또는 ③ 대통령령으로 정하는 장애로 인하여 입소대상자가 부양을 책임지고 있는 24세 이상의 자녀·손자녀는 입소대상자와 함께 노인복지주택에 입소할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1963&ccfNo=5&cciNo=1&cnpClsNo=1
97,복지,450,노인복지,6348,장기요양인정 등급판정 결과에 대한 이의신청,"장기요양등급은 어떤 기준으로 판정되는 것이며, 등급판정 결과에 대한 이의신청을 할 수 있는지 궁금합니다.","네, 등급판정결과에 이의가 있다면 일정 기간 내에 이의신청을 할 수 있습니다.
◇
장기요양등급판정기준
☞ 신청인이 신청 자격을 충족하고 6개월 이상 혼자서 일상생활을 수행하기 어렵다고 인정되는 경우 다음의 판정기준에 따라 수급자로 판정됩니다.
[표]
장기요양등급 | 판정기준
1등급 | 심신의 기능상태 장애로 일상생활에서 전적으로 다른 사람의 도움이 필요한 사람으로서 장기요양인정 점수가 95점 이상인 사람
2등급 | 심신의 기능상태 장애로 일상생활에서 상당 부분 다른 사람의 도움이 필요한 사람으로서 장기요양인정 점수가 75점 이상 95점 미만인 사람
3등급 | 심신의 기능상태 장애로 일상생활에서 부분적으로 다른 사람의 도움이 필요한 사람으로서 장기요양인정 점수가 60점 이상 75점 미만인 사람
4등급 | 심신의 기능상태 장애로 일상생활에서 일정부분 다른 사람의 도움이 필요한 자로서 장기요양인정 점수가 51점 이상 60점 미만인 자
5등급 | 치매(「노인장기요양보험법 시행령」 제2조에 따른 노인성 질병에 해당하는 치매로 한정)환자로서 장기요양인정 점수가 장기요양인정 점수가 45점 이상 51점 미만인 사람
장기요양 인지지원등급 | 치매(노인성 질병에 해당하는 치매로 한정)환자로서 장기요양인정 점수가 45점 미만인 사람
[표 끝]
◇
장기요양등급판정에 대한 이의신청
☞ 등급판정에 이의가 있는 사람은 처분이 있음을 안 날부터 90일 이내에 문서(전자문서 포함)로 심사청구를 해야 합니다(단, 180일이 지나면 정당한 사유가 없는 한 심사청구를 할 수 없음).
☞ 심사청구에 대한 결정에 불복하는 사람은 결정통지를 받은 날부터 90일 이내에 장기요양재심사위원회에 재심사를 청구할 수 있고, 이 결정에도 불복하는 경우 행정소송을 제기할 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1963&ccfNo=3&cciNo=1&cnpClsNo=2
